ds,yhat,yhat_lower,yhat_upper
2019-08-12,31.53545560931076,23.881088129749227,39.014257801883765
2019-08-13,31.940884333804256,23.8177858021706,39.584677969819204
2019-08-14,31.77403134330886,24.73401689016699,39.50446735865886
2019-08-15,31.880586478163277,24.34035382695584,38.87302295484394
2019-08-16,31.465458354044628,23.722623959260485,39.46295038605896
2019-08-17,31.456563469683527,23.891913710824493,38.391654935978245
2019-08-18,31.486703865613297,23.60153005086639,39.30263865769532
2019-08-19,31.238353199135226,23.88178964647981,38.976840093876646
2019-08-20,31.64286140250482,23.83516029852596,39.259393964182266
2019-08-21,31.479189163672924,23.395403861156595,39.5010875276705
2019-08-22,31.592160874682722,23.7428158657806,39.085033317551456
2019-08-23,31.185775088827185,23.407657874842926,38.70893077704747
2019-08-24,31.187029445988184,23.719584373847116,38.824928265146745
2019-08-25,31.227833479723728,23.966900092049595,38.950150303172585
2019-08-26,30.98982805235819,23.229551471504475,38.53648131899866
2019-08-27,31.403620533449814,23.636094149143336,39.01023835891443
2019-08-28,31.247546007639603,24.210086478635276,39.25525625030163
2019-08-29,31.36594233014673,23.607025667046187,38.90994516167464
2019-08-30,30.96247739492364,23.0412822770551,39.326492571477296
2019-08-31,30.963985069198326,23.00812107751615,38.57694838632506
2019-09-01,31.002382887191157,23.297863657275517,39.15941100599011
2019-09-02,30.759490122453357,22.97253251303506,38.21430031311317
2019-09-03,31.166238589019112,23.441646728294426,38.641831237227095
2019-09-04,31.0014708991189,22.973679162671647,39.08521624369338
2019-09-05,31.110146092277244,23.173579696312945,38.26248477308132
2019-09-06,30.696659977398713,22.445240511973612,37.991547855760764
2019-09-07,30.688653239907016,22.575030071156274,38.08225549970246
2019-09-08,30.71889814660649,23.311316779138213,38.58972420842541
2019-09-09,30.470083473829945,22.193714337595082,38.05892261835854
2019-09-10,30.87400792170068,23.522662366095304,38.2826805231163
2019-09-11,30.710293680838166,22.89819417935833,38.49401247935852
2019-09-12,30.824609540584525,23.292316716932064,39.07825237201329
2019-09-13,30.421943617054197,22.618492127035054,38.2906898474637
2019-09-14,30.430383958171184,22.329445995011973,38.15077037437447
2019-09-15,30.48298195699971,22.84124301896722,37.77650475154738
2019-09-16,30.262519010177236,23.119143353907138,38.0325960246762
2019-09-17,30.700687347733165,22.740870850247145,38.43952299096419
2019-09-18,30.576797195306945,23.106214902061765,38.36731986097533
2019-09-19,30.735999968061083,23.198684914406474,38.60207973916213
2019-09-20,30.382567689694913,22.721437939484296,37.83336198693526
2019-09-21,30.443686809063927,23.010963469638575,38.846519448943376
2019-09-22,30.551341062297,23.31856434397686,38.260192627138885
2019-09-23,30.387103342087016,22.25810504122381,37.779902849414476
2019-09-24,30.88134684613982,22.39152201184244,38.255509577765515
2019-09-25,30.81198685032411,23.035613519950047,38.353946192467355
2019-09-26,31.022741851835015,23.558817651952605,39.291128721522995
2019-09-27,30.716453210294176,23.20145463261941,38.40725791160333
2019-09-28,30.818920312478994,23.629999529822427,39.19561324773884
2019-09-29,30.960824713376677,23.745671126763995,38.642818360981884
2019-09-30,30.822562006003025,23.714153528937462,38.334106692151764
2019-10-01,31.333490503687255,24.109580627470294,39.70165034372724
2019-10-02,31.27070694775597,23.771139684098188,39.46941464836793
2019-10-03,31.477336942037674,23.99368625849596,39.21422070897209
2019-10-04,31.155878317926057,23.677901031694606,38.78957927011412
2019-10-05,31.23205367868624,23.30729913327395,38.87299328061991
2019-10-06,31.33674496944264,23.408586214488817,38.56899520283025
2019-10-07,31.150828408579052,22.705861403558586,38.61685259265115
2019-10-08,31.604418650495038,23.7706110559314,39.00626228680785
2019-10-09,31.475632389699612,23.456825422127046,39.02893025519356
2019-10-10,31.608859317347466,24.005880801801137,40.16742235817892
2019-10-11,31.208079052009584,23.250741217039018,38.39884214673155
2019-10-12,31.200680909826385,23.33696382865186,38.36797459469522
2019-10-13,31.219360159531057,23.367764879272215,38.98273644831642
2019-10-14,30.946910058743924,23.47373927879187,38.39123400075341
2019-10-15,31.31541963825593,23.51821179216907,38.65855340558844
2019-10-16,31.10498864752346,22.819799620589787,38.3105343889999
2019-10-17,31.161948849613996,23.28262658712768,38.82601594596111
2019-10-18,30.692131603539675,23.49698391514325,38.2650320486095
2019-10-19,30.624639918206647,23.42478564125575,38.25937786578167
2019-10-20,30.59369990922415,22.386612250358507,37.75780936226007
2019-10-21,30.283412171777602,22.871220013026207,38.28209783261778
2019-10-22,30.626914150606304,22.706700997064086,38.29012356179951
2019-10-23,30.40506590099114,22.943990657071353,37.98222905677821
2019-10-24,30.46464924875131,22.73364143993607,38.321628327087645
2019-10-25,30.01162092297235,22.32666565474684,38.11802067338348
2019-10-26,29.974878279527022,22.404200828198384,37.65372224926235
2019-10-27,29.98811276598244,22.364890086363392,37.887887426937795
2019-10-28,29.73457163943965,22.12957588025103,37.54145865179725
2019-10-29,30.146238794980995,22.387858999649595,38.29972135168752
2019-10-30,30.00254665922643,22.131885291532235,37.431244609559606
2019-10-31,30.148101081276934,22.742967904575526,37.902597126926196
2019-11-01,29.787496120694726,22.047943649901757,37.65687807323853
2019-11-02,29.84760203779904,22.22718545206715,37.46554521995262
2019-11-03,29.95997481610443,22.182267110570255,38.04020272586404
2019-11-04,29.80566932613184,22.69615722059421,37.098793992726094
2019-11-05,30.31447310010424,22.775439371390004,38.25039288478442
2019-11-06,30.263671312674504,22.93053268576792,38.01012180192768
2019-11-07,30.496330968845147,23.1630310058635,38.46913283523311
2019-11-08,30.21464271148382,22.86217315595066,38.34517434504193
2019-11-09,30.343776608218423,22.56794014225427,37.92979798829491
2019-11-10,30.513824773290626,22.999439842144085,38.090726166306766
2019-11-11,30.404649065230338,22.3975676899684,38.24290408381349
2019-11-12,30.9451425320307,23.48908256465404,38.01754367677859
2019-11-13,30.91201451488351,23.396325958003853,38.6637374058823
2019-11-14,31.14808692746687,23.742854274168668,38.6233096754112
2019-11-15,30.855639850856615,23.162259857312407,38.671045883955415
2019-11-16,30.96026274976041,23.031538597005568,38.75367663845715
2019-11-17,31.09278433007057,23.520037135864833,39.191542648885466
2019-11-18,30.934099656109748,23.54218158961331,38.48992700457552
2019-11-19,31.41440377845745,24.114896290179864,39.23620572609387
2019-11-20,31.311942547813597,23.72705193212388,38.993427737339616
2019-11-21,31.471269059838956,24.417434196610802,38.997643744330965
2019-11-22,31.096544936826486,23.34553527108946,38.86498408843461
2019-11-23,31.1153439260608,23.634520361569106,38.67006712640667
2019-11-24,31.160532085495763,23.824454563984087,38.719799851173
2019-11-25,30.915044468143968,23.019574484995573,39.294554762303264
2019-11-26,31.3110688569289,23.67509261679338,39.20320823970876
2019-11-27,31.12874849930425,23.465676085916453,38.741819024532035
2019-11-28,31.21439349987974,23.175747849249543,38.92045877207249
2019-11-29,30.773741197874287,22.57058682002877,37.832715383157314
2019-11-30,30.73572400902976,23.196787914860675,38.172010094822824
2019-12-01,30.734319855744967,23.36014149757199,38.21925276752384
2019-12-02,30.453305782287764,22.81300978787054,38.24583780159832
2019-12-03,30.825425808114396,23.220859299712096,38.46794424775148
2019-12-04,30.631085274564157,23.41653362823336,38.16909972925354
2019-12-05,30.71656144799265,22.71209931014839,38.71108344570845
2019-12-06,30.28727060948817,22.626143990092938,38.263404865201124
2019-12-07,30.27154981792036,22.372256125158845,37.75557297887623
2019-12-08,30.302527991298792,22.694815092378263,37.61695686564123
2019-12-09,30.062906254127157,22.38180191770265,37.977433271438485
2019-12-10,30.484157803845857,22.584623191396393,38.341978278873206
2019-12-11,30.345258624748205,23.006532617073045,37.928325574488866
2019-12-12,30.49093778520678,22.626306010470437,38.024470923223966
2019-12-13,30.124986450074378,22.986389445683294,37.9283505948466
2019-12-14,30.174082656244217,22.698962918529315,37.99238699937163
2019-12-15,30.269705348519835,22.369550132325685,38.283873590841864
2019-12-16,30.092956497576093,22.640178110862887,37.64273094008162
2019-12-17,30.573800479391625,22.817450258653807,37.984923291777854
2019-12-18,30.489831050933134,22.89261650564465,37.94369509784739
2019-12-19,30.68455377014558,22.768326792428958,38.87750933614321
2019-12-20,30.36072223228929,22.401526233397554,38.26603734594357
2019-12-21,30.444184557057877,22.098789328933517,37.53500547430969
2019-12-22,30.565813170391404,22.70817613421366,38.38230411468545
2019-12-23,30.406336419194194,22.090993081862216,38.44487269435676
2019-12-24,30.89558108893189,23.6983797858615,39.1959875087597
2019-12-25,30.811236223244812,23.008186401751992,38.4987925759752
2019-12-26,30.997126326643805,23.72816912426519,38.656583774649256
2019-12-27,30.656532714168957,23.068838668377403,38.57557202815448
2019-12-28,30.716019979211577,22.83195421838716,37.921006160073546
2019-12-29,30.807341282323367,22.81481870010443,38.63589163078788
2019-12-30,30.612241794331297,23.111286047310195,38.639032958042506
2019-12-31,31.06167016673841,23.994618276571394,38.69948598865376
2020-01-01,30.934509388791046,23.5187955310838,38.5427241139684
2020-01-02,31.07581602868524,23.46529377404833,39.34601972613529
2020-01-03,30.690107573436247,23.00921851572419,37.620017543913114
2020-01-04,30.70515576222371,22.949901208142265,38.503075241192256
2020-01-05,30.75386049745632,23.552652920217035,38.39143139929006
2020-01-06,30.519024447954465,22.690221372217287,37.59464818690759
2020-01-07,30.9325389818695,23.349559776255568,39.12163692036547
2020-01-08,30.77409334463511,23.171809658022593,38.48961681846228
2020-01-09,30.88939658691809,23.052354141355753,38.370207641115336
2020-01-10,30.483452300912894,22.898525522958785,38.36818931221202
2020-01-11,30.48434426846198,23.69631750318554,38.418858660794
2020-01-12,30.525107671475606,23.243190301730657,38.499591059484686
2020-01-13,30.288505904679585,22.79592813017863,38.21632923215936
2020-01-14,30.706223419036533,22.848095266742114,37.85680309125711
2020-01-15,30.55758617662849,22.8238241323027,38.770732935295904
2020-01-16,30.68779877490249,22.844800743817263,38.24129782992273
2020-01-17,30.30123775493768,22.5132556580954,38.413204497143425
2020-01-18,30.32525857493267,22.473430563264156,38.10131689655356
2020-01-19,30.392090218640853,22.78872746081303,37.87985512038467
2020-01-20,30.183636760411282,22.740308609069963,38.215517924152984
2020-01-21,30.630695581287913,22.718359561212182,38.65198564084832
2020-01-22,30.51170308863688,22.548584541893668,37.77704871910375
2020-01-23,30.670996295564063,22.88597689443817,37.86562159682164
2020-01-24,30.312129119137865,22.66816377717535,38.43214394862915
2020-01-25,30.36170028655702,22.683705872476807,38.24090125609793
2020-01-26,30.45126630568389,22.93177145101291,38.70084947717814
2020-01-27,30.26215839956165,22.72765044227376,37.95733216881304
2020-01-28,30.724712777829776,22.583122465825852,38.47865959249262
2020-01-29,30.61702488274309,22.812709381332613,38.31647478361859
2020-01-30,30.783215860734593,22.549754555197918,38.073718290906356
2020-01-31,30.426750122041973,22.924338477170732,37.784650309879495
2020-02-01,30.47426098609858,22.582294598399958,38.10797998675073
2020-02-02,30.557458075756742,22.900399083618527,38.407018190802425
2020-02-03,30.35793565511638,22.679717104144277,37.94805640325597
2020-02-04,30.80639165542007,22.660496087401018,38.08622986350671
2020-02-05,30.681368460838492,22.897515367586145,38.13150412983061
2020-02-06,30.82750418615652,22.793059220245837,38.34159660674196
2020-02-07,30.448833820683276,22.01762043367682,38.151100683400514
2020-02-08,30.472597761786766,22.62211514543017,37.96326769474533
2020-02-09,30.53113192403477,22.77518211027976,38.032619798030545
2020-02-10,30.306659122932384,22.087087667540736,38.029006237932514
2020-02-11,30.730491948369195,23.211456227578772,38.458051773570666
2020-02-12,30.581758623292064,22.509110138285124,38.81277155069571
2020-02-13,30.70564094525953,23.41580823730059,38.10715357099631
2020-02-14,30.30666398354601,22.94651554277507,37.83590284216848
2020-02-15,30.312495279795037,22.478124093389752,37.909096265020864
2020-02-16,30.355827885088118,22.59484343435756,38.00479385399685
2020-02-17,30.11916700041586,22.191354040890836,38.52361395353611
2020-02-18,30.534030426062998,22.674843860771883,38.14674538120945
2020-02-19,30.3796742323483,23.335163185343866,38.19309538329765
2020-02-20,30.501332598888542,22.10478559445883,38.19559917815282
2020-02-21,30.103511285647528,22.230292508626196,37.47125908348321
2020-02-22,30.113792225287195,22.407552230097416,37.561100548958635
2020-02-23,30.164723273690996,22.78525886450784,37.89775364095665
2020-02-24,29.93861256409788,22.096514007109313,37.54829825041193
2020-02-25,30.36673733611114,21.922789855540476,37.81048255618319
2020-02-26,30.228078318140827,21.95215050044898,37.792190389387954
2020-02-27,30.367568287636324,22.761189026000224,38.243371696028085
2020-02-28,29.989393974565047,22.021122441688387,37.33855080793042
2020-02-29,30.0208085324357,22.050620400872074,37.35311884805961
2020-03-01,30.09402839103679,22.318961793335514,37.928979514653825
2020-03-02,29.891033762477132,22.392812908348557,37.41356433781414
2020-03-03,30.342782551357892,22.67200207904979,37.746974523354176
2020-03-04,30.227948682584348,22.537279085621883,38.09550126728306
2020-03-05,30.391173463254944,22.436703166449675,37.82219622596743
2020-03-06,30.036369188568614,22.047790192907964,37.72742708001555
2020-03-07,30.09053231148782,22.86423203077563,38.30842055704165
2020-03-08,30.185640129028318,22.66338700073345,37.49999269136996
2020-03-09,30.0034504316094,22.090571629326828,37.61748867124261
2020-03-10,30.474714068049607,22.54220449668462,38.41294617177286
2020-03-11,30.377911658453502,22.76615966811119,37.94101487870374
2020-03-12,30.557503296347527,22.49582621922508,37.85988769649605
2020-03-13,30.217230670375116,22.557414010752844,38.00636853418229
2020-03-14,30.283929130440246,22.546913202635498,38.15319295122538
2020-03-15,30.38942383115269,22.2108195511777,38.18625273946468
2020-03-16,30.21532954482219,22.505706794202965,37.901537722298364
2020-03-17,30.692264200834927,22.863082263302235,38.2219020987029
2020-03-18,30.598587440209037,22.825271139194253,37.71871861452772
2020-03-19,30.778653031886883,23.12521789691143,38.30654016640331
2020-03-20,30.436114532845906,22.7067172365207,38.51593221950571
2020-03-21,30.497741615770124,23.047501600279535,37.83198690388916
2020-03-22,30.59532104556532,22.844972799934084,37.86169696487076
2020-03-23,30.410461699808007,22.8336082027334,37.96993087616005
2020-03-24,30.873813453860276,22.96542918266653,38.17717480462802
2020-03-25,30.763810953140794,22.907383703341818,37.99596222486169
2020-03-26,30.92493083250689,22.94052508224461,38.500289794605315
2020-03-27,30.561001469389964,22.955534356886254,38.0267960007706
2020-03-28,30.599022402050156,22.83749102456997,38.15164974418026
2020-03-29,30.671067117488803,22.42552702005114,37.785231911502784
2020-03-30,30.459088355177432,22.406923816534885,38.39259318152049
2020-03-31,30.894135538095778,23.358874673929094,38.03740465663171
2020-04-01,30.755095194800337,22.97198396004333,38.65823317068381
2020-04-02,30.886942833441353,23.25217011120607,38.49520208971652
2020-04-03,30.49404532279901,23.112131992993035,37.69133799872193
2020-04-04,30.50397095284883,22.969485315570708,38.216624957810616
2020-04-05,30.549380996405624,22.987381696914845,38.44664779541659
2020-04-06,30.31282211129073,22.564839329861226,37.69014077169804
2020-04-07,30.72592946185773,23.400065552670362,38.60065125721763
2020-04-08,30.56815175992401,22.706695228647124,38.79351593687958
2020-04-09,30.684987083969887,22.939930844955324,39.14780024392147
2020-04-10,30.281268980906688,22.6238418428703,38.10876474550719
2020-04-11,30.284960511391912,22.187442747790673,38.012838086648024
2020-04-12,30.329030573594657,22.466654241429772,37.64037765567225
2020-04-13,30.096232367621454,22.501910377171498,38.07632458310331
2020-04-14,30.518294394738565,22.65003606860383,38.51050012319558
2020-04-15,30.37463568234058,22.180761121677474,38.21292083541265
2020-04-16,30.510594542693372,22.79412892880895,38.35468024508116
2020-04-17,30.13071076079466,22.22094482042663,37.87403496249522
2020-04-18,30.16251918978608,22.956541600872143,37.91647391391431
2020-04-19,30.2384293190648,22.424424020973248,37.72230415006727
2020-04-20,30.040510808706347,21.959942541072355,37.50879428235406
2020-04-21,30.499695408220607,22.6287430813639,38.08298965723714
2020-04-22,30.394506860820673,22.63935891348287,37.706441547656965
2020-04-23,30.569307895438584,23.564900128078087,38.84242973589521
2020-04-24,30.227603880339764,21.87747645267695,37.96788714911406
2020-04-25,30.295860685461008,22.785345591369417,37.89621725110866
2020-04-26,30.405410783016453,22.7830942882495,38.12580725298726
2020-04-27,30.237266954020374,22.669972718272053,38.193773409552044
2020-04-28,30.72135331536866,22.846941060245218,38.37187099554844
2020-04-29,30.635264505978586,22.6768270541691,38.126869928552665
2020-04-30,30.822541331784365,23.210751147048168,38.454726700288255
2020-05-01,30.48600162353639,22.561039935419878,38.037129509694736
2020-05-02,30.55158303866948,23.191764055460602,39.023726818556625
2020-05-03,30.650271051169305,22.701634736783294,38.396805405506505
2020-05-04,30.462930762758322,22.44419161202412,38.52358571652898
2020-05-05,30.919551591573743,22.77508717073826,38.65880670539357
2020-05-06,30.798015115058814,23.111386784570108,37.97906079898209
2020-05-07,30.942373921312857,22.974228193831895,38.42076489704695
2020-05-08,30.556179910175892,23.299716706041544,37.926948447385904
2020-05-09,30.566318608900772,22.615828403085562,37.55811988086369
2020-05-10,30.604922735793398,22.55305257396699,38.21232382392797
2020-05-11,30.354183795967735,22.74612815641182,37.92381547377904
2020-05-12,30.745571078645884,22.913973324641308,38.605089660627144
2020-05-13,30.55856880489619,22.789671645854238,37.90041268220051
2020-05-14,30.638919903186164,22.923082811568257,38.89378938833385
2020-05-15,30.191915615497987,22.693289406049153,37.358064093864364
2020-05-16,30.14618838204691,22.11594528718585,37.2565626863961
2020-05-17,30.13558222226852,22.450831528075497,38.20268725299225
2020-05-18,29.843920457752958,22.108797391725396,37.909597230287105
2020-05-19,30.20418125864969,22.452845634139265,38.408127139306224
2020-05-20,29.997192896391606,22.81108438526342,37.801365743681295
2020-05-21,30.069838305911066,22.119110838443532,38.27359043415299
2020-05-22,29.62830924719748,22.240944510163686,37.06042806662584
2020-05-23,29.601868532485987,22.161960398982004,37.288898992207955
2020-05-24,29.62469545720617,22.198960932140107,37.69808414650545
2020-05-25,29.380635076000004,22.021399578824354,37.410726517152156
2020-05-26,29.802362452073535,22.01197743590645,37.86916588909634
2020-05-27,29.670074239960083,21.733992883912677,37.23862683293796
2020-05-28,29.829697496101137,21.883780655138658,37.24721844333933
2020-05-29,29.486156100650824,21.880898949831007,37.00767547838021
2020-05-30,29.567153146010842,22.526854755058174,37.69458432557405
2020-05-31,29.705044113842405,22.44002891566736,37.80431573738726
2020-06-01,29.58162096418013,22.02896285719219,36.811174469033816
2020-06-02,30.127317555597028,22.048455290403687,37.82257076780266
2020-06-03,30.119947870640942,22.13102599846547,37.99617962122415
2020-06-04,30.402965898574976,22.39181368929976,38.55123585164589
2020-06-05,30.178786384375087,22.53476158394925,37.3507605459583
2020-06-06,30.372623521518566,22.681995887389427,38.72105420687404
2020-06-07,30.614421060334614,23.154414760471212,38.79566892439981
2020-06-08,30.58369256764008,22.958469125098365,38.90059698564305
2020-06-09,31.208780866224053,23.47724975896077,38.63167219676411
2020-06-10,31.26564677161871,23.829837460258283,39.20046222985332
2020-06-11,31.596174690578117,23.8448718808357,39.26114762751421
2020-06-12,31.401533106107344,24.21763895029654,38.730167739633
2020-06-13,31.6060459777566,24.441377380680816,39.33678652152551
2020-06-14,31.839147644247877,24.111212602160077,39.68907995862858
2020-06-15,31.7802392681371,24.03536843269748,40.00108152381279
2020-06-16,32.35795536382149,24.434612234561357,39.89488966212577
2020-06-17,32.34895026236975,24.510556783430335,40.70333452941328
2020-06-18,32.59619204592404,24.385006552661622,40.360281347075464
2020-06-19,32.302302179942046,24.326225052245196,40.3330312295232
2020-06-20,32.393397307235524,24.99945982743085,39.88392542047705
2020-06-21,32.50100644875706,24.68119608368505,39.834878325755376
2020-06-22,32.30688251403248,25.309075973544804,40.42666944669578
2020-06-23,32.742217716113764,25.246897244623515,40.14258280717953
2020-06-24,32.586373952528426,24.17915971079667,39.803739619010486
2020-06-25,32.685117027120924,25.425403911588894,40.699259088818145
2020-06-26,32.24389437742959,24.35213196989339,40.306004421559436
2020-06-27,32.19161426761945,23.91457765999435,39.37154702498915
2020-06-28,32.16250120874522,24.083207999104054,40.2207868709123
2020-06-29,31.840848009923388,24.260869579775036,39.91440517030061
2020-06-30,32.16017549502343,24.798656480284276,39.77287275282149
2020-07-01,31.901912298025586,23.873332238316532,39.63985354760246
2020-07-02,31.913584830478662,24.32869815422219,40.04391630166729
2020-07-03,31.402058145669166,23.883557931723978,38.933836831468916
2020-07-04,31.297286531430505,23.61609059182992,39.041484144841526
2020-07-05,31.23414925510494,23.871628041249412,38.411133162745394
2020-07-06,30.897192298825306,23.08023923194694,38.37818151001581
2020-07-07,31.219787316341,23.59667625864465,38.7255869808717
2020-07-08,30.982820178384443,23.648131291729015,38.28777249039727
2020-07-09,31.0328989131779,23.102704852688934,38.4431488927232
2020-07-10,30.575621247116125,22.585391917246273,38.32991570852289
2020-07-11,30.53935983981354,23.466322188146258,37.49618480453873
2020-07-12,30.557139701137988,22.732610031804246,38.31921689878931
2020-07-13,30.31142751984295,22.892487852740743,37.717663802211355
2020-07-14,30.733342883574476,23.211773794730334,38.41513733288919
2020-07-15,30.60140239672242,22.966718311624064,38.146340463264316
2020-07-16,30.759785069338058,22.66787437933668,38.00926554138131
2020-07-17,30.41165771430891,22.355775381330442,38.12145606600616
2020-07-18,30.48301698356651,22.320396538819363,38.79011670982429
2020-07-19,30.604621110768566,22.90987767359712,38.17103619030228
2020-07-20,30.45682975025496,22.496487223198436,38.38478927666497
2020-07-21,30.968860667853782,23.794825220615994,38.50260956627556
2020-07-22,30.91757321280346,23.56844531898485,39.000538104301576
2020-07-23,31.1457660414157,24.032641637280882,38.49668463418564
2020-07-24,30.855527124212323,23.508158851291316,39.55683853168397
2020-07-25,30.97209217604702,23.21594622457492,38.268018956082805
2020-07-26,31.125784310608616,23.13013593607864,38.93477434754338
2020-07-27,30.996853273255994,23.073828146968957,38.64309121597435
2020-07-28,31.51472320048738,23.105495598144003,39.16873122477714
2020-07-29,31.45675924897087,23.499496342785807,39.30331578051164
2020-07-30,31.66654118551792,23.810295732778247,39.784479042175164
